id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,default_ind,income_group,loan_income_ratio,high_dti,high_int_rate,low_income,risk_score,default_probability,confidence_flag,predicted_default,prediction_result
1070078,1305201,6500,6500,6500.0,60,14.65,153.45,C,C3,Southwest Rural metro,5 years,OWN,72000.0,Not Verified,01-12-2011,n,debt_consolidation,High intrest Consolidation,853xx,AZ,16.12,0.0,01-01-1998,2.0,,14.0,0.0,4032.0,20.6,23.0,f,0.0,0.0,7677.52,7677.52,6500.0,1177.52,0.0,0.0,0.0,01-06-2013,1655.54,,01-12-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.09027777777777778,0,0,0,0,0.4473312032466558,Low Confidence,1,False Positive
1069908,1305008,12000,12000,12000.0,36,12.69,402.54,B,B5,UCLA,10+ years,OWN,75000.0,Source Verified,01-12-2011,n,debt_consolidation,Consolidation,913xx,CA,10.78,0.0,01-10-1989,0.0,,12.0,0.0,23336.0,67.1,34.0,f,0.0,0.0,13943.08,13943.08,12000.0,1943.08,0.0,0.0,0.0,01-09-2013,6315.3,,01-08-2013,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.16,0,0,0,0,0.39867824847253713,Low Confidence,0,True Negative
1064687,1298717,9000,9000,9000.0,36,13.49,305.38,C,C1,Va. Dept of Conservation/Recreation,< 1 year,RENT,30000.0,Source Verified,01-12-2011,n,debt_consolidation,freedom,245xx,VA,10.08,0.0,01-04-2004,1.0,,4.0,0.0,10452.0,91.7,9.0,f,0.0,0.0,2270.7,2270.7,1256.14,570.26,0.0,444.3,4.16,01-07-2012,305.38,,01-11-2012,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(3704.0, 63200.0]",0.3,0,0,1,1,0.5394372860812915,Low Confidence,1,True Positive
1069866,1304956,3000,3000,3000.0,36,9.91,96.68,B,B1,Target,3 years,RENT,15000.0,Source Verified,01-12-2011,n,credit_card,citicard fund,606xx,IL,12.56,0.0,01-07-2003,2.0,,11.0,0.0,7323.0,43.1,11.0,f,0.0,0.0,3478.981915,3478.98,3000.0,478.98,0.0,0.0,0.0,01-01-2015,102.43,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.2,0,0,1,1,0.4246283832661812,Low Confidence,1,False Positive
1069057,1303503,10000,10000,10000.0,36,10.65,325.74,B,B2,SFMTA,3 years,RENT,100000.0,Source Verified,01-12-2011,n,other,Other Loan,951xx,CA,7.06,0.0,01-05-1991,2.0,,14.0,0.0,11997.0,55.5,29.0,f,0.0,0.0,7471.99,7471.99,5433.47,1393.42,0.0,645.1,6.3145,01-10-2013,325.74,,01-03-2014,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(63200.0, 122400.0]",0.1,0,0,0,0,0.3158332164197528,Low Confidence,0,False Negative
1069759,1304871,1000,1000,1000.0,36,16.29,35.31,D,D1,Internal revenue Service,< 1 year,RENT,28000.0,Not Verified,01-12-2011,n,debt_consolidation,Debt Consolidation Loan,641xx,MO,20.31,0.0,01-09-2007,1.0,,11.0,0.0,6524.0,81.5,23.0,f,0.0,0.0,1270.171106,1270.17,1000.0,270.17,0.0,0.0,0.0,01-01-2015,36.32,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.03571428571428571,0,1,1,2,0.5396308512131347,Low Confidence,1,False Positive
1065775,1299699,10000,10000,10000.0,36,15.27,347.98,C,C4,Chin's Restaurant,4 years,RENT,42000.0,Not Verified,01-12-2011,n,home_improvement,Home,921xx,CA,18.6,0.0,01-10-1998,2.0,61.0,14.0,0.0,24043.0,70.2,28.0,f,0.0,0.0,12519.26045,12519.26,10000.0,2519.26,0.0,0.0,0.0,01-01-2015,370.46,,01-04-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.23809523809523808,0,1,1,2,0.5678417649757823,Low Confidence,1,False Positive
1069971,1304884,3600,3600,3600.0,36,6.03,109.57,A,A1,Duracell,10+ years,MORTGAGE,110000.0,Not Verified,01-12-2011,n,major_purchase,Holiday,067xx,CT,10.52,0.0,01-08-1993,0.0,,20.0,0.0,22836.0,16.0,42.0,f,0.0,0.0,3785.02,3785.02,3600.0,185.02,0.0,0.0,0.0,01-05-2013,583.45,,01-05-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.03272727272727273,0,0,0,0,0.21335140097778849,Low Confidence,0,True Negative
1062474,1294539,6000,6000,6000.0,36,11.71,198.46,B,B3,Connection Inspection,1 year,MORTGAGE,84000.0,Verified,01-12-2011,n,medical,Medical,890xx,UT,18.44,2.0,01-10-2003,0.0,8.0,4.0,0.0,0.0,37.73,14.0,f,0.0,0.0,7164.499852,7164.5,6000.0,1149.5,15.0,0.0,0.0,01-02-2015,16.98,,01-07-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.07142857142857142,0,0,0,0,0.3594744609546764,Low Confidence,0,True Negative
1069742,1304855,9200,9200,9200.0,36,6.03,280.01,A,A1,Network Interpreting Service,6 years,RENT,77385.19,Not Verified,01-12-2011,n,debt_consolidation,lowerratemeanseasiertogetoutofdebt!,921xx,CA,9.86,0.0,01-01-2001,0.0,,8.0,0.0,7314.0,23.1,28.0,f,0.0,0.0,9459.96,9459.96,9200.0,259.96,0.0,0.0,0.0,01-07-2012,8061.1,,01-07-2012,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.11888579714025384,0,0,0,0,0.23357979391183323,Low Confidence,0,True Negative
1069740,1284848,20250,20250,19142.16108,60,15.27,484.63,C,C4,Archdiocese of Galveston Houston,3 years,RENT,43370.0,Verified,01-12-2011,n,debt_consolidation,Freedom From Credit Cards,770xx,TX,26.53,0.0,01-11-1997,3.0,,8.0,0.0,17813.0,85.6,22.0,f,0.0,0.0,27663.04267,25417.68,20250.0,7413.04,0.0,0.0,0.0,01-08-2015,6024.09,,01-12-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.4669126124048882,0,1,1,2,0.6412019914396329,Low Confidence,1,False Positive
1039153,1269083,21000,21000,21000.0,36,12.42,701.73,B,B4,Osram Sylvania,10+ years,RENT,105000.0,Verified,01-12-2011,n,debt_consolidation,Debt Cleanup,335xx,FL,13.22,0.0,01-02-1983,0.0,,7.0,0.0,32135.0,90.3,38.0,f,0.0,0.0,14025.4,14025.4,10694.96,3330.44,0.0,0.0,0.0,01-09-2013,701.73,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(63200.0, 122400.0]",0.2,0,0,0,0,0.36124741784155723,Low Confidence,0,False Negative
1069710,1304821,10000,10000,10000.0,36,11.71,330.76,B,B3,Value Air,10+ years,OWN,50000.0,Source Verified,01-12-2011,n,credit_card,Credit Card Loan,799xx,TX,11.18,0.0,01-07-1985,0.0,,8.0,0.0,10056.0,82.4,21.0,f,0.0,0.0,11902.56157,11902.56,10000.0,1902.56,0.0,0.0,0.0,01-01-2015,349.21,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.2,0,0,0,0,0.4115571455764587,Low Confidence,1,False Positive
1069700,1304810,10000,10000,10000.0,36,11.71,330.76,B,B3,Wells Fargo Bank,5 years,RENT,50000.0,Not Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,917xx,CA,16.01,0.0,01-04-2003,0.0,,6.0,0.0,17800.0,91.8,17.0,f,0.0,0.0,11536.31,11536.31,10000.0,1536.31,0.0,0.0,0.0,01-10-2013,4942.63,,01-03-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.2,0,0,0,0,0.4152827549004069,Low Confidence,1,False Positive
1069559,1304634,6000,6000,6000.0,36,11.71,198.46,B,B3,bmg-educational,1 year,RENT,76000.0,Not Verified,01-12-2011,n,major_purchase,cash,900xx,CA,2.4,0.0,01-06-2001,1.0,,7.0,0.0,5963.0,29.7,7.0,f,0.0,0.0,2050.14,2050.14,1305.58,475.25,0.0,269.31,2.57,01-10-2012,198.46,,01-03-2013,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(63200.0, 122400.0]",0.07894736842105263,0,0,0,0,0.35406427347738356,Low Confidence,0,False Negative
1069697,1273773,15000,15000,15000.0,36,9.91,483.38,B,B1,Winfield Pathology Consultants,2 years,MORTGAGE,92000.0,Verified,01-12-2011,n,credit_card,No more credit card debt!,605xx,IL,29.44,0.0,01-02-2002,0.0,,8.0,0.0,13707.0,93.9,31.0,f,0.0,0.0,15823.48,15823.48,15000.0,823.48,0.0,0.0,0.0,01-09-2012,2447.05,,01-09-2012,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.16304347826086957,0,0,0,0,0.3235279413563819,Low Confidence,0,True Negative
1069800,1304679,15000,15000,8725.0,36,14.27,514.64,C,C2,nyc transit,9 years,RENT,60000.0,Not Verified,01-12-2011,n,debt_consolidation,consolidation,103xx,NY,15.22,0.0,01-10-2003,1.0,,7.0,0.0,5872.0,57.6,11.0,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(3704.0, 63200.0]",0.25,0,0,0,0,0.4830526887404233,Low Confidence,1,True Positive
1069657,1304764,5000,5000,5000.0,60,16.77,123.65,D,D2,Frito Lay,2 years,RENT,50004.0,Not Verified,01-12-2011,n,other,Other,150xx,PA,13.97,3.0,01-10-2003,0.0,20.0,14.0,0.0,4345.0,59.5,22.0,f,0.0,0.0,1609.12,1609.12,629.05,719.11,0.0,260.96,2.3,01-12-2012,123.65,,01-05-2013,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(3704.0, 63200.0]",0.0999920006399488,0,1,0,1,0.53954552694746,Low Confidence,1,True Positive
1069799,1304678,4000,4000,4000.0,36,11.71,132.31,B,B3,Shands Hospital at the University of Fl,10+ years,MORTGAGE,106000.0,Not Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,326xx,FL,5.63,1.0,01-08-1984,0.0,18.0,12.0,0.0,6110.0,37.7,44.0,f,0.0,0.0,4484.79,4484.79,4000.0,484.79,0.0,0.0,0.0,01-04-2013,2638.77,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.03773584905660377,0,0,0,0,0.33586654259315574,Low Confidence,0,True Negative
1047704,1278806,8500,8500,8500.0,36,11.71,281.15,B,B3,Oakridge homes,< 1 year,RENT,25000.0,Source Verified,01-12-2011,n,credit_card,Credit card repayment loan,564xx,MN,12.19,0.0,01-11-2006,0.0,,8.0,0.0,6441.0,59.1,12.0,f,0.0,0.0,10122.20861,10122.21,8500.0,1622.21,0.0,0.0,0.0,01-12-2014,581.59,,01-01-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.34,0,0,1,1,0.5174465157791499,Low Confidence,1,False Positive
1032111,1261745,4375,4375,4375.0,36,7.51,136.11,A,A3,,7 years,MORTGAGE,17108.0,Source Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,141xx,NY,20.34,0.0,01-12-1987,0.0,,6.0,0.0,11210.0,86.9,12.0,f,0.0,0.0,4898.543558,4898.54,4375.0,523.54,0.0,0.0,0.0,01-01-2015,144.94,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.25572831423895254,0,0,1,1,0.3877585703952283,Low Confidence,0,True Negative
1069539,1304608,31825,31825,31825.0,36,7.9,995.82,A,A4,Audubon Mutual Housing Corporation,5 years,MORTGAGE,75000.0,Verified,01-12-2011,n,debt_consolidation,Debt Consolidation Loan,080xx,NJ,14.03,0.0,01-11-1981,0.0,,12.0,0.0,23151.0,27.4,26.0,f,0.0,0.0,34886.08,34886.08,31825.0,3061.08,0.0,0.0,0.0,01-08-2013,16966.7,,01-10-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.42433333333333334,0,0,0,0,0.3179999716729963,Low Confidence,0,True Negative
1065420,1299514,10000,10000,9975.0,60,15.96,242.97,C,C5,US Legal Support,2 years,RENT,29120.0,Verified,01-12-2011,n,debt_consolidation,Brown Eyes Loan,330xx,FL,22.83,0.0,01-02-1997,1.0,68.0,11.0,0.0,16158.0,63.6,31.0,f,2695.31,2688.53,11622.36,11593.4,7304.67,4317.69,0.0,0.0,0.0,01-01-2016,242.97,01-01-2016,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.3434065934065934,0,1,1,2,0.6471010142752232,Low Confidence,1,False Positive
1069591,1304289,5000,5000,5000.0,36,8.9,158.77,A,A5,Good Samaritan Society,2 years,RENT,24044.0,Verified,01-12-2011,n,debt_consolidation,Consolidation,974xx,OR,11.93,0.0,01-04-2005,0.0,45.0,8.0,0.0,2224.0,29.3,16.0,f,0.0,0.0,5714.592129,5714.59,5000.0,714.59,0.0,0.0,0.0,01-01-2015,163.64,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.2079520878389619,0,0,1,1,0.38849362091225054,Low Confidence,0,True Negative
1069530,1291365,7000,7000,7000.0,36,15.96,245.97,C,C5,GREG BARRETT DRYWALL,7 years,RENT,34000.0,Source Verified,01-12-2011,n,credit_card,Credit Card Loan,934xx,CA,6.35,0.0,01-10-2007,1.0,,6.0,0.0,6113.0,60.5,6.0,f,0.0,0.0,8848.94043,8848.94,7000.0,1848.94,0.0,0.0,0.0,01-01-2015,260.74,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.20588235294117646,0,1,1,2,0.5776340741093804,Low Confidence,1,False Positive
1069522,1304589,12400,12400,12400.0,36,10.65,403.91,B,B2,Sharp Lawn Inc.,10+ years,RENT,41000.0,Not Verified,01-12-2011,n,credit_card,December 2011 Credit Card Loan,405xx,KY,11.8,0.0,01-07-2005,2.0,,9.0,0.0,11095.0,57.2,12.0,f,0.0,0.0,14537.45953,14537.46,12400.0,2137.46,0.0,0.0,0.0,01-01-2015,417.61,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.3024390243902439,0,0,1,1,0.44279577463543357,Low Confidence,1,False Positive
1069361,1304255,10800,10800,10800.0,36,9.91,348.03,B,B1,Department of Justice,2 years,RENT,55596.0,Source Verified,01-12-2011,n,moving,Moving to better job; help a veteran!,946xx,CA,5.5,0.0,01-12-2000,0.0,,7.0,0.0,2535.0,13.3,18.0,f,0.0,0.0,12157.2,12157.2,10800.0,1357.2,0.0,0.0,0.0,01-11-2013,3483.79,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.19425857975393912,0,0,0,0,0.35171740203599544,Low Confidence,0,True Negative
1069357,1304251,15000,15000,15000.0,36,7.9,469.36,A,A4,Gateway Hospice,1 year,RENT,45000.0,Verified,01-12-2011,n,debt_consolidation,Debt Consolidation Loan,445xx,OH,8.48,0.0,01-11-2004,0.0,,7.0,0.0,6704.0,50.4,27.0,f,0.0,0.0,16662.6,16662.6,15000.0,1662.6,0.0,0.0,0.0,01-01-2014,5872.8,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.3333333333333333,0,0,1,1,0.3688684797177177,Low Confidence,0,True Negative
1069356,1304250,6000,6000,6000.0,36,12.42,200.5,B,B4,Cox Communications,1 year,RENT,36852.0,Source Verified,01-12-2011,n,debt_consolidation,Credit Card Consolidation,850xx,AZ,10.62,0.0,01-04-2007,1.0,,7.0,0.0,7310.0,66.5,12.0,f,0.0,0.0,7125.283165,7125.28,6000.0,1125.28,0.0,0.0,0.0,01-04-2014,1923.53,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.16281341582546402,0,0,1,1,0.4497098963067154,Low Confidence,1,False Positive
1069346,1304237,12500,12500,12475.0,60,12.69,282.44,B,B5,United States Infrastructure Corporation,1 year,RENT,27000.0,Verified,01-12-2011,n,debt_consolidation,Credit card debt,604xx,IL,16.04,0.0,01-12-2001,3.0,,6.0,0.0,10143.0,50.0,24.0,f,3193.13,3186.72,13506.54,13479.58,9306.87,4199.67,0.0,0.0,0.0,01-01-2016,282.44,01-01-2016,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.46296296296296297,0,0,1,1,0.5916496004940355,Low Confidence,1,False Positive
1067573,1301955,9600,9600,9600.0,36,7.51,298.67,A,A3,Nucor Building Systems,4 years,RENT,68004.0,Source Verified,01-12-2011,n,other,Other Loan,292xx,SC,6.63,0.0,01-01-2003,0.0,,6.0,0.0,2896.0,18.1,11.0,f,0.0,0.0,10749.76265,10749.76,9600.0,1149.76,0.0,0.0,0.0,01-01-2015,311.56,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.14116816657843656,0,0,0,0,0.27263261903397545,Low Confidence,0,True Negative
1069506,1304567,12000,12000,12000.0,36,7.9,375.49,A,A4,John Wiley Jr.,10+ years,RENT,62300.0,Not Verified,01-12-2011,n,debt_consolidation,Debt Consolidation,088xx,NJ,16.7,0.0,01-03-1994,0.0,38.0,15.0,0.0,8601.0,21.0,25.0,f,0.0,0.0,13516.38296,13516.38,12000.0,1516.38,0.0,0.0,0.0,01-01-2015,380.98,,01-09-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.1926163723916533,0,0,0,0,0.30240439561438837,Low Confidence,0,True Negative
1069314,1304202,3000,3000,3000.0,36,18.25,108.84,D,D5,,9 years,MORTGAGE,65000.0,Not Verified,01-12-2011,n,other,Year End Cleanup,180xx,PA,17.39,0.0,01-09-1998,0.0,,8.0,0.0,43936.0,98.1,22.0,f,0.0,0.0,3915.027595,3915.03,3000.0,915.03,0.0,0.0,0.0,01-01-2015,115.38,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.046153846153846156,0,1,0,1,0.5590149547292399,Low Confidence,1,False Positive
1060578,1292332,4400,4400,4400.0,36,16.77,156.37,D,D2,citizens bank,10+ years,RENT,55000.0,Not Verified,01-12-2011,n,debt_consolidation,debt,029xx,RI,20.01,0.0,01-06-2004,0.0,,7.0,0.0,25237.0,99.0,11.0,f,0.0,0.0,5626.892655,5626.89,4400.0,1226.89,0.0,0.0,0.0,01-01-2015,162.44,,01-12-2015,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.08,0,1,0,1,0.534913997596746,Low Confidence,1,False Positive
1069469,1304526,6000,6000,6000.0,36,6.03,182.62,A,A1,"Stewart Enterprises, Inc.",10+ years,MORTGAGE,45600.0,Not Verified,01-12-2011,n,debt_consolidation,Debt-Consolidation ,700xx,LA,5.34,0.0,01-11-1995,1.0,,6.0,0.0,3378.0,32.5,28.0,f,0.0,0.0,6065.86,6065.86,6000.0,65.86,0.0,0.0,0.0,01-07-2012,15.01,,01-06-2012,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(3704.0, 63200.0]",0.13157894736842105,0,0,1,1,0.2676085399571886,Low Confidence,0,True Negative
1051117,1282787,14000,14000,14000.0,36,9.91,451.15,B,B1,golfers warehouse,6 years,RENT,80000.0,Not Verified,01-12-2011,n,small_business,Small Business Loan,010xx,MA,10.0,0.0,01-07-1999,1.0,45.0,7.0,0.0,2219.0,13.4,40.0,f,0.0,0.0,16239.91413,16239.91,14000.0,2239.91,0.0,0.0,0.0,01-01-2015,457.91,,01-01-2016,0.0,1.0,INDIVIDUAL,0.0,,,,0.0,"(63200.0, 122400.0]",0.175,0,0,0,0,0.32368712660714216,Low Confidence,0,True Negative
1069465,1304521,5000,5000,5000.0,36,8.9,158.77,A,A5,STERIS Corporation,10+ years,MORTGAGE,100000.0,Source Verified,01-12-2011,n,debt_consolidation,Debt Consolidation for a better life,441xx,OH,16.33,0.0,01-06-1995,0.0,,17.0,0.0,74351.0,62.1,35.0,f,0.0,0.0,5021.37,5021.37,4217.38,696.99,0.0,107.0,1.07,01-08-2014,158.77,,01-12-2014,0.0,1.0,INDIVIDUAL,0.0,,,,1.0,"(63200.0, 122400.0]",0.05,0,0,0,0,0.27994643859528795,Low Confidence,0,False Negative
